"Story","Title","Result","Date","Stability","Duration (s)"
"SOLI BCP","Realizar el pago de servicio ENTEL","ERROR","2023-09-06T08:46:25.16809-05:00[America/Lima]","0.0","14.21"
"SOLI BCP","Realizar el envio a otro BANCO","ERROR","2023-12-13T14:18:39.068319-05:00[America/Lima]","0.0","17.64"
